label,text,example
numpy.ma.clump_masked,"Returns a list of slices corresponding to the masked clumps of a 1-D array.
(A “clump” is defined as a contiguous region of the array).","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">masked_array</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">10</span><span class=""p"">))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""p"">[[</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">6</span><span class=""p"">,</span> <span class=""mi"">8</span><span class=""p"">,</span> <span class=""mi"">9</span><span class=""p"">]]</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">masked</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">clump_masked</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">)</span>
<span class=""go"">[slice(0, 3, None), slice(6, 7, None), slice(8, 10, None)]</span>
</pre>"
numpy.ma.clump_unmasked,"Return list of slices corresponding to the unmasked clumps of a 1-D array.
(A “clump” is defined as a contiguous region of the array).","<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">masked_array</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mi"">10</span><span class=""p"">))</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""p"">[[</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">6</span><span class=""p"">,</span> <span class=""mi"">8</span><span class=""p"">,</span> <span class=""mi"">9</span><span class=""p"">]]</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">masked</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">clump_unmasked</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">)</span>
<span class=""go"">[slice(3, 6, None), slice(7, 8, None)]</span>
</pre>"
numpy.ma.mask_cols,Mask columns of a 2D array that contain masked values.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">import</span> <span class=""nn"">numpy.ma</span> <span class=""k"">as</span> <span class=""nn"">ma</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">zeros</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">),</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""nb"">int</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">]</span> <span class=""o"">=</span> <span class=""mi"">1</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">array([[0, 0, 0],</span>
<span class=""go"">       [0, 1, 0],</span>
<span class=""go"">       [0, 0, 0]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">masked_equal</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">masked_array(</span>
<span class=""go"">  data=[[0, 0, 0],</span>
<span class=""go"">        [0, --, 0],</span>
<span class=""go"">        [0, 0, 0]],</span>
<span class=""go"">  mask=[[False, False, False],</span>
<span class=""go"">        [False,  True, False],</span>
<span class=""go"">        [False, False, False]],</span>
<span class=""go"">  fill_value=1)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">mask_cols</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">)</span>
<span class=""go"">masked_array(</span>
<span class=""go"">  data=[[0, --, 0],</span>
<span class=""go"">        [0, --, 0],</span>
<span class=""go"">        [0, --, 0]],</span>
<span class=""go"">  mask=[[False,  True, False],</span>
<span class=""go"">        [False,  True, False],</span>
<span class=""go"">        [False,  True, False]],</span>
<span class=""go"">  fill_value=1)</span>
</pre>"
numpy.ma.mask_or,Combine two masks with the logical_or operator.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">m1</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">make_mask</span><span class=""p"">([</span><span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">m2</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">make_mask</span><span class=""p"">([</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">,</span> <span class=""mi"">0</span><span class=""p"">])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">mask_or</span><span class=""p"">(</span><span class=""n"">m1</span><span class=""p"">,</span> <span class=""n"">m2</span><span class=""p"">)</span>
<span class=""go"">array([ True,  True,  True, False])</span>
</pre>"
numpy.ma.mask_rowcols,Mask rows and/or columns of a 2D array that contain masked values.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">import</span> <span class=""nn"">numpy.ma</span> <span class=""k"">as</span> <span class=""nn"">ma</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">zeros</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">),</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""nb"">int</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">]</span> <span class=""o"">=</span> <span class=""mi"">1</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">array([[0, 0, 0],</span>
<span class=""go"">       [0, 1, 0],</span>
<span class=""go"">       [0, 0, 0]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">masked_equal</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">masked_array(</span>
<span class=""go"">  data=[[0, 0, 0],</span>
<span class=""go"">        [0, --, 0],</span>
<span class=""go"">        [0, 0, 0]],</span>
<span class=""go"">  mask=[[False, False, False],</span>
<span class=""go"">        [False,  True, False],</span>
<span class=""go"">        [False, False, False]],</span>
<span class=""go"">  fill_value=1)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">mask_rowcols</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">)</span>
<span class=""go"">masked_array(</span>
<span class=""go"">  data=[[0, --, 0],</span>
<span class=""go"">        [--, --, --],</span>
<span class=""go"">        [0, --, 0]],</span>
<span class=""go"">  mask=[[False,  True, False],</span>
<span class=""go"">        [ True,  True,  True],</span>
<span class=""go"">        [False,  True, False]],</span>
<span class=""go"">  fill_value=1)</span>
</pre>"
numpy.ma.mask_rows,Mask rows of a 2D array that contain masked values.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""kn"">import</span> <span class=""nn"">numpy.ma</span> <span class=""k"">as</span> <span class=""nn"">ma</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">zeros</span><span class=""p"">((</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">3</span><span class=""p"">),</span> <span class=""n"">dtype</span><span class=""o"">=</span><span class=""nb"">int</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span><span class=""p"">[</span><span class=""mi"">1</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">]</span> <span class=""o"">=</span> <span class=""mi"">1</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">array([[0, 0, 0],</span>
<span class=""go"">       [0, 1, 0],</span>
<span class=""go"">       [0, 0, 0]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span> <span class=""o"">=</span> <span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">masked_equal</span><span class=""p"">(</span><span class=""n"">a</span><span class=""p"">,</span> <span class=""mi"">1</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">a</span>
<span class=""go"">masked_array(</span>
<span class=""go"">  data=[[0, 0, 0],</span>
<span class=""go"">        [0, --, 0],</span>
<span class=""go"">        [0, 0, 0]],</span>
<span class=""go"">  mask=[[False, False, False],</span>
<span class=""go"">        [False,  True, False],</span>
<span class=""go"">        [False, False, False]],</span>
<span class=""go"">  fill_value=1)</span>
</pre>"
numpy.ma.harden_mask,"Force the mask to hard, preventing unmasking by assignment.",
numpy.ma.soften_mask,"Force the mask to soft (default), allowing unmasking by assignment.",
numpy.ma.MaskedArray.harden_mask,"Force the mask to hard, preventing unmasking by assignment.",
numpy.ma.MaskedArray.soften_mask,"Force the mask to soft (default), allowing unmasking by assignment.",
numpy.ma.MaskedArray.shrink_mask,Reduce a mask to nomask when possible.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">array</span><span class=""p"">([[</span><span class=""mi"">1</span><span class=""p"">,</span><span class=""mi"">2</span> <span class=""p"">],</span> <span class=""p"">[</span><span class=""mi"">3</span><span class=""p"">,</span> <span class=""mi"">4</span><span class=""p"">]],</span> <span class=""n"">mask</span><span class=""o"">=</span><span class=""p"">[</span><span class=""mi"">0</span><span class=""p"">]</span><span class=""o"">*</span><span class=""mi"">4</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span><span class=""o"">.</span><span class=""n"">mask</span>
<span class=""go"">array([[False, False],</span>
<span class=""go"">       [False, False]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span><span class=""o"">.</span><span class=""n"">shrink_mask</span><span class=""p"">()</span>
<span class=""go"">masked_array(</span>
<span class=""go"">  data=[[1, 2],</span>
<span class=""go"">        [3, 4]],</span>
<span class=""go"">  mask=False,</span>
<span class=""go"">  fill_value=999999)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span><span class=""o"">.</span><span class=""n"">mask</span>
<span class=""go"">False</span>
</pre>"
numpy.ma.MaskedArray.unshare_mask,Copy the mask and set the sharedmask flag to False.,
numpy.ma.asarray,Convert the input to a masked array of the given data-type.,"<pre><span></span><span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span> <span class=""o"">=</span> <span class=""n"">np</span><span class=""o"">.</span><span class=""n"">arange</span><span class=""p"">(</span><span class=""mf"">10.</span><span class=""p"">)</span><span class=""o"">.</span><span class=""n"">reshape</span><span class=""p"">(</span><span class=""mi"">2</span><span class=""p"">,</span> <span class=""mi"">5</span><span class=""p"">)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">x</span>
<span class=""go"">array([[0., 1., 2., 3., 4.],</span>
<span class=""go"">       [5., 6., 7., 8., 9.]])</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">asarray</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">)</span>
<span class=""go"">masked_array(</span>
<span class=""go"">  data=[[0., 1., 2., 3., 4.],</span>
<span class=""go"">        [5., 6., 7., 8., 9.]],</span>
<span class=""go"">  mask=False,</span>
<span class=""go"">  fill_value=1e+20)</span>
<span class=""gp"">&gt;&gt;&gt; </span><span class=""nb"">type</span><span class=""p"">(</span><span class=""n"">np</span><span class=""o"">.</span><span class=""n"">ma</span><span class=""o"">.</span><span class=""n"">asarray</span><span class=""p"">(</span><span class=""n"">x</span><span class=""p"">))</span>
<span class=""go"">&lt;class 'numpy.ma.core.MaskedArray'&gt;</span>
</pre>"
